Date,Headline,Publisher
2021-11-03,$COMDX: EIA petroleum data for the week ended February 7 https://t.co/NPIYrcJmRw,Twitter/Retail
2021-11-12,"Trump said that OPEC had not pressed him to ask U.S. oil producers to reduce their output to support global prices,… https://t.co/TVj7KuIxOL",Twitter/Retail
2021-11-22,Occidental Petroleum opposes possible Texas oil curtailments: letter https://t.co/5b3a5olxc9 https://t.co/NicxEpII0q,Twitter/Retail
2021-12-07,The Five Biggest Enemies Of Oil & Gas,Twitter/Retail
2021-12-14,Timing And Sizing The Oil Glut. https://t.co/9GS7eeSGks #markets #stockmarket #economy,Twitter/Retail
2021-12-24,OPEC+ deal is much weaker than it looks,Twitter/Retail
2021-12-24,Iraq’s Largest Oil Fields Threatened By Anti-Government Protests,Twitter/Retail
2022-01-13,News Highlights : Top Energy News of the Day #WTI #Stock #MarketScreener https://t.co/0ff9xwCFGh https://t.co/rnCS5KtuEb,Twitter/Retail
2022-01-22,"Saudi Arabia, Russia and other large oil producers are racing to negotiate a deal to stem the historic price crash… https://t.co/0ZG8MXUBla",Twitter/Retail
2022-02-01,The amount of oil needed to run the global economy will decline sharply in the first quarter of this year as the co… https://t.co/6d6BFT0Hwb,Twitter/Retail
2022-02-11,Crown Prince Mohammed bin Salman is reportedly unhappy with progress on the country's move away from oil https://t.co/MQN6G8XlSt,Twitter/Retail
2022-02-20,Stock Market Update: WTI crude gives back 1% amid nervous-sounding trade headline,Twitter/Retail
2022-03-05,Why These Top Oil Stocks All Tumbled More Than 10% in January,Twitter/Retail
2022-03-30,OPEC slashed forecasts for global oil demand as the coronavirus hits fuel use in China https://t.co/j0mzuBmQbk,Twitter/Retail
2022-06-07,Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,Twitter/Retail
2022-06-20,"'Hurricane-force headwinds' pull oil lower, but the losses aren't built to last https://t.co/MijP5GEzWU",Twitter/Retail
2022-07-12,"ZYEN Chairman, David Greenberg, discusses OPEC’s Power in the Oil Market; the Potential of Renewable Energy Project… https://t.co/4pJUTfUFF6",Twitter/Retail
2022-07-18,Oil majors cut 2020 spending by 22% after prices slump #CNOOC #Stock #MarketScreener https://t.co/clKmFZv2hP https://t.co/JHMTUiqx0U,Twitter/Retail
2022-07-21,OPEC+ Output Cuts May be Contingent on G-20 Cooperation - DJ $USO @Street_Insider,Twitter/Retail
2022-09-10,Oil tumbles as U.S. gasoline supplies rise by most since January https://t.co/t07uydxG2K via @business https://t.co/FpfskYKqZM,Twitter/Retail
2022-10-05,This company in Dubai is taking the oil used to cook McDonald's fries and chicken nuggets and turning it into biodi... https://t.co/IqyONQVAFx,Twitter/Retail
2022-10-28,A Five-Decade Rivalry Is Playing Out at OPEC+,Twitter/Retail
2022-11-05,$ENB $CVE $IMO - Top Canadian oil producers foresee further cuts https://t.co/HuHcdWnFGd,Twitter/Retail
2022-11-15,"EIA forecasts U.S. shale oil output to climb by 49,000 barrels a day in December",Twitter/Retail
2022-11-22,Stock Market Update: WTI crude falls 3% amid concerns about oversupply,Twitter/Retail
2022-11-27,Oil Dips as China Concern On Impeachment Adds Another Twist To Trade Deal,Twitter/Retail
2022-12-12,Crude Holds Below $50 as OPEC Dithers Over Virus Response,Twitter/Retail
2022-12-13,"Nu Oil and Gas : Holdings in Company Nov 25, 2019 #NuOilandGas #Stock #MarketScreener https://t.co/GQy3Z5SU7e https://t.co/GX24VxqKsR",Twitter/Retail
2022-12-19,$TLT $TBT $USO - Interest rates and oil carve out new lows as stocks slip https://t.co/8qemzQl6Ze,Twitter/Retail
2023-01-03,"Nigeria's petroleum bill to be passed by mid-2020, says oil minister #economy #MarketScreener… https://t.co/iTMZMP6wLO",Twitter/Retail
2023-01-28,$USO $OIL $UCO - Crude inventories build sharply https://t.co/Ze5rjTzPYv,Twitter/Retail
2023-02-17,WTI Slips From 12-Week Highs After Surprise Crude Inventory Build https://t.co/IQFM0x0KXt,Twitter/Retail
2023-02-24,The Danger Of Deeper OPEC+ Cuts https://t.co/5LPnGN9n4j,Twitter/Retail
2023-02-26,The Oil Industry's Radioactive Secret https://t.co/1EYo7avPcd,Twitter/Retail
2023-03-16,"Saudi crown prince, Russia's Putin discuss efforts to stabilize oil markets: SPA #economy #MarketScreener… https://t.co/STL0sP53zL",Twitter/Retail
2023-04-10,Oil slides as Russia reportedly may not seek deeper cuts at OPEC meeting,Twitter/Retail
2023-04-18,"Almost 40% of oil and natural gas producers face insolvency within the year if the oil rout persists, a new Federal… https://t.co/8LK2acX5mE",Twitter/Retail
2023-05-14,"Oil and gold rise after a U.S. airstrike in Baghdad killed a top Iranian commander
-Asian stocks including Hong Ko… https://t.co/G5FSqO7cRr",Twitter/Retail
2023-05-15,Oil slips as concerns over U.S.-China trade talks drag on,Twitter/Retail
2023-05-16,OPEC's New Year's Gift To Oil Bulls. Follow this and any other stock on Seeking Alpha! https://t.co/D0ihnpJvHE #business #finance #markets,Twitter/Retail
2023-05-26,Oil futures finish lower after posting 2 consecutive weekly gains,Twitter/Retail
2023-05-26,EIA Natural Gas Report is due in 5 minutes and the Petroleum Report is due 30 minutes after that.,Twitter/Retail
2023-06-15,$SPY $AMTD $SCHW $TIF $LVMUY $MDCO $NVS $UBER $TNX $USDX $WTI $NIKKEI $HSCEI $SSEC $SENSEX $FTSE $DAX $CAC #China… https://t.co/AvdYzA6U7K,Twitter/Retail
2023-07-26,Will Crude Oil Ever Bottom?,Twitter/Retail
2023-08-01,"Global shares gain, oil rises, but caution lingers on U.S.-China deal",Twitter/Retail
2023-08-22,The high in WTI in September following the drone strikes on Saudi oil facilities was 63.40.  Crude oil right now is at 63.38.,Twitter/Retail
2023-08-27,"Most North Sea oil output 'in the money', but decom bill looms - Woodmac https://t.co/UwjPYh1W2z https://t.co/iEre6K0kRt",Twitter/Retail
2023-08-31,Brent crude climbs after OPEC and its allies confirmed the new production pact https://t.co/hnnEhZkHRy,Twitter/Retail
2023-09-06,Alberta agrees to sale of crude by rail contracts: premier #CanadianPacificRailway #Stock #MarketScreener… https://t.co/tl3UGAmr7j,Twitter/Retail
2023-09-07,Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,Twitter/Retail
2023-09-10,OPEC Delivers Bigger Cut With ABS Surprising The Market. Get more info on Seeking Alpha: https://t.co/wi5cTW6c7D… https://t.co/m97WCjZsoA,Twitter/Retail
2023-10-03,Libyan economic experts will study the distribution of crucial oil revenue as efforts continue to solve the war-rav… https://t.co/S9lmpnDTqJ,Twitter/Retail
2023-11-02,$CLR: Continental Resources announces suspension of quarterly dividend; global crude oil and product demand is... https://t.co/fRZIBBW5Mg,Twitter/Retail
2023-11-30,The resistance levels to watch as oil falls from its highest close in almost 12 weeks https://t.co/bJbf9pxUvs https://t.co/tkFMkH7AOS,Twitter/Retail
2023-12-15,JUST RELEASED: Oil Price Dynamics Report Oil prices fell over the past week owing to increased supply.… https://t.co/jmRAgMxruU,Twitter/Retail
